cu_num,M,N,K,kernelId,splitK,us,kernelName,tflops,bw,errRatio
256,448,8192,1024,124,0,12.241,a8w8_bpreshuffle_256x112x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,614.02,1322.39,0.0
256,448,8192,4096,124,0,28.0853,a8w8_bpreshuffle_256x112x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1070.48,1521.42,0.0
256,464,1280,8192,112,0,24.5787,a8w8_bpreshuffle_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v1,395.9,629.6,0.0
256,464,8192,1024,144,0,12.5016,a8w8_bpreshuffle_256x128x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,622.69,1317.11,0.0
256,464,8192,4096,0,0,30.5726,a8w8_bpreshuffle_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,1018.51,1408.36,0.0
256,480,1280,8192,112,0,22.1259,a8w8_bpreshuffle_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v1,454.96,707.17,0.0
256,480,8192,1024,121,0,12.2461,a8w8_bpreshuffle_256x64x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,657.6,1367.33,0.0
256,480,8192,4096,70,0,29.8064,a8w8_bpreshuffle_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,1080.72,1455.55,0.0
256,496,1280,8192,114,0,24.8943,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,417.84,635.44,0.0
256,496,8192,1024,121,0,12.7977,a8w8_bpreshuffle_256x64x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,650.23,1330.16,0.0
256,496,8192,4096,70,0,31.3566,a8w8_bpreshuffle_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,1061.53,1394.05,0.0
256,544,1280,8192,112,0,23.5963,a8w8_bpreshuffle_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v1,483.49,692.26,0.0
256,544,8192,1024,122,0,13.5023,a8w8_bpreshuffle_256x80x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,675.94,1322.63,0.0
256,544,8192,4096,141,0,32.9955,a8w8_bpreshuffle_256x160x128x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1106.43,1354.6,0.0
256,576,1280,8192,113,0,22.402,a8w8_bpreshuffle_256x48x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,539.22,744.53,0.0
256,576,8192,1024,120,0,13.5589,a8w8_bpreshuffle_256x48x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v1,712.72,1358.19,0.0
